"procedure_description"
"Ureter, Calculus, Ultrasound Lithotripsy (SG702U)"
"TENDON SHEATH AND SUBCUTANEOUS TISSUE, GANGLION/SMALL BURSA, (<3CM) EXCISION BIOPSY (SA800T)"
"NERVE-FACIAL PARALYSIS, FREE FASCIA AND/OR NERVE GRAFT (MICROSURGICAL - STAGE 1) (SK746N)"
"EAR, VARIOUS LESIONS, MYRINGOPLASTY (LATERAL GRAFT/ONLAY GRAFT TECHNIQUE) WITH/WITHOUT CANALPLASTY"
"BONE, VARIOUS LESIONS, OPEN BIOPSY, CEMENTING/PLATE FIXATION"
"LOWER LIMB, MUSCLE (QUADRICEPS)/TENDON (INCLUDING PATELLAR TENDON), DISRUPTION, REPAIR OR RECONSTRUC"
"NERVE-ULNAR, ENTRAPMENT, TRANSPOSITION (SK812N)"
"STOMACH, OBESITY, REDUCTION & BYPASS (LAPAROSCOPIC OR OPEN)"
"CYSTOSCOPY, WITH URETERIC CATHETERISATION"
"KNEE, LIGAMENTS/MENISCUS/CARTILAGE/BONE COMBINED, ARTHROSCOPIC REVISION ACL RECONSTRUCTION"
"CA VULVA- RADICAL VULVECTOMY, BILATERAL GROIN DISSECTION, FLAP CLOSURE (SI831V)"
"LARYNX, LARYNGEAL MASK AIRWAY"
"HEART, HEART BLOCK/ARRHYTHMIA, INSERTION OF DUAL CHAMBER PACEMAKER (PERMANENT)"
"SKIN AND SUBCUTANEOUS TISSUE, BURNS, EXCISION AND MAJOR FULL THICKNESS GRAFT (SA809S)"
"LIVER, PORTAL HYPERTENSION, TRANSJULAR INTRAHEPATIC PORTO-SYSTEMIC SHUNT CREATION (TIPSS)"
"PELVIS, MALIGNANT, SECOND LOOK LAPAROTOMY"
"CORONARY ARTERY BYPASS GRAFT AND VALVE SURGERY  WITH ENDOSCOPIC VEIN HARVEST + ENDOSCOPIC RADIAL ART"
"Kidney, Cyst, Marsupialisation, MIS (SG704K)"
"Wrist, Distal Radius Fracture, ORIF, with Ulnar Head/Styloid Fixation/TFCC Repair (SB707W)"
"CORNEA, LACERATION, CONJUNCTIVAL PERITOMY/REPAIR BY CONJUNCTIVAL FLAP"
"MANDIBLE OR MAXILLA, VARIOUS LESIONS, INSERTION OF ENDOSSEOUS DENTAL IMPLANT (SINGLE)(FOR MULTIPLE P"
"BONE (UPPER/LOWER LIMB), EXOSTOSIS, EXCISION BIOPSY (MORE THAN1/ BILATERAL) (SB703B)"
"ARTERY-PSEUDOANEURYSM, EXCISION AND PATCH REPAIR (SD733A)"
"Skin and Subcutaneous Tissue, Hematoma, Abscess/Cellulitis/Similar Lesion<3cm, Saucerisation/Incisio"
"SPINE, SCOLIOSIS/CONGENITAL DEFORMITIES, CORRECTION - WITH / WITHOUT COMPUTER NAVIGATION"
"ABDOMINAL WALL, INGUINAL HERNIA (INFANTS & CHILDREN), BILATERAL HERNIOTOMY (SF817A)"
"EAR, VARIOUS LESIONS, MYRINGOPLASTY (POST-AURAL/ENDAURAL APPROACH)"
"KIDNEY, RENAL ABSCESS / PERINEPHRIC ABSCESS, IMAGING GUIDED PERCUTANEOUS ASPIRATION"
"THORAX, VARIOUS LESIONS, CHEST WALL RESECTION AND MAJOR RECONSTRUCTION"
"ELBOW, VARIOUS LESIONS, REVISION TOTAL JOINT ARTHROPLASTY, OPEN/MIS/NAVIGATED"
"PALATE, CLEFT, UVULOPHARYNGOPLASTY"
"TAVI IMPLANTATION"
"SPINAL CORD, TUMOURS, LAMINECTOMY AND EXCISION (INTRADURAL INTRAMEDULLARY)"
"Ear, various lesions, Meatoplasty/Canalplasty with / without split skin graft (SM827E)"
"SKIN AND SUBCUTANEOUS TISSUE, DEFECT (DEEP), DIRECT FLAP REPAIR (CROSS LEG)"
"DIGIT(S), NAIL BED, DEFORMITY/DEFECT, RECONSTRUCTION (SB800N)"
"NERVE (UPPER LIMB), DEFECT, GRAFT (SINGLE) USING MICROSURGICAL TECHNIQUES"
"UTERUS, MALIGNANT CONDITION, POSTERIOR PELVIC EXENTERATION"
"NOSE, VARIOUS LESIONS, RHINOPLASTY (CORRECTION OF LATERAL AND/OR ALAR CARTILAGES)"
"FACE, FRACTURE, ENDOSCOPIC REDUCTION AND FIXATION (SB700F)"
"BONE (UPPER LIMB), DEFORMITIES, CORRECTIVE SURGERY (SB818B)"
"LUNG, VARIOUS LESIONS, ROBOTIC COMPLEX LUNG RESECTION WITH MEDIASTINUM LYMPH NODE DISSECTION"
"PALATE, SECONDARY REPAIR (LENGTHENING PROCEDURE)"
"Upper Limb, Various Lesions, Amputation (SB805U)"
"NERVE (UPPER LIMB), DEFECT, GRAFTING/INTERFASCICULAR REPAIR/NEUROVASCULAR TRANSFER (SK720N)"
"BLOOD VESSELS, PULMONARY EMBOLECTOMY (SD708B)"
"ARTERY, ARTERIO-VENOUS FISTULA (LARGE), EXCISION"
"Fallopian Tube, Tubal Pathology, Salpingectomy, MIS (SI705F)"
"FOOT, ONE BONE OSTEOTOMY WITH SOFT TISSUE RELEASE, CUBOID"
"COLON, TOTAL PROCTOCOLECTOMY & ILEO-ANAL POUCH RECONSTRUCTION (SF713C)"
"FEMUR, FRACTURE (SINGLE CONDYLAR), OPEN REDUCTION AND INTERNAL FIXATION (ORIF)"
"SKULL, CRANIOSTENOSIS, OPERATION, CRANIOFACIAL RECONSTRUCTION"
"ELBOW,THERAPEUTIC ARTHROSCOPY (SB700E)"
"FEMUR, FRACTURE, MULTIFRAGMENTARY, IM NAILING  (WITH OR WITHOUT LOCKING)"
"VAS DEFERENS, VARIOUS LESIONS, EXPLORATION (MICROSURGICAL) AND TESTICULAR BIOPSY (SH800V)"
"VEIN - CENTRAL VEINS (SUPERIOR VENA CAVA, BRACHIOCEPHALIC VEINS, INFERIOR VENA CAVA, ILIAC VEINS) VA"
"SOFT TISSUE, TUMOR (MALIGNANT), WIDE EXCISION BIOPSY <7CM OTHER THAN UPPER/LOWER LIMBS (SA888S)"
"VAGINA, TENSION FREE VAGINAL TAPE (TVT/TVTO)"
"UTERUS, BENIGN CONDITIONS, TOTAL ABDOMINAL HYSTERECTOMY WITH/WITHOUT SALPINGO-OOPHORECTOMY AND PELVI"
"Skin and Subcutaneous Tissue, Burns, Excision and Major Full Thickness Graft (SA809S)"
"FOOT, HALLUX VALGUS/HAMMER TOE, PROXIMAL OSTEOTOMY, WITH OR WITHOUT SOFT TISSUE RECONSTRUCTION (SB73"
"FACE, FRACTURES (PANFACIAL), OPEN REDUCTION AND INTERNAL FIXATION  (SB701F)"
"HUMERUS, DELAYED/NON-UNION, RECONSTRUCTION W/ INTERNAL FIXATION AND BONE GRAFTING"
"FOOT, FRACTURES, COMPLEX, MULTIPLE, INCLUDING TALUS AND CALCANEUM, OPEN REDUCTION AND INTERNAL FIXAT"
"UTERUS, HYSTERECTOMY, MIS (COMPLICATED) (>12 WEEKS)"
"TONSILS, ABSCESS, DRAINAGE"
"CORONARY ARTERY BYPASS GRAFT WITH ENDOSCOPIC VEIN HARVEST + ENDOSCOPIC RADIAL ARTERY HARVEST (HD812H"
"OVARY, TUMOR/CYST, OVARIAN CYSTECTOMY,MIS (SIMPLE) (<5CM) WITH BIOPSY (SI701O)"
"UTERUS, ENDOMETRIOSIS, HYSTERECTOMY WITH/WITHOUT SALPINGO-OOPHORECTOMY (SI812U)"
"SOFT TISSUE (LOWER LIMB), SMALL TUMORS (BENIGN), EXCISION UNDER LOCAL ANESTHESIA"
"UTERUS, FIBROIDS, MYOMECTOMY (COMPLICATED E.G. >5CM, MULTIPLE >2, CHALLENGING LOCATION) (SI815U)"
"BLOOD VESSELS, DEFECT, MAJOR GRAFTS (MULTIPLE)"
"Abdominal Cavity, Various Lesions, including Colostomy/Enterostomy/Gastrostomy (MIS/open) (SF809A)"
"TENDON-EXTENSOR (UPPER LIMB), ADHESION, TENOLYSIS (SINGLE) (SB811T)"
"SACRUM & COCCYX, VARIOUS LESIONS, EXCISION WITH BIOPSY (SF802S)"
"GENITAL TRACT, PELVIC CYST, ULTRASOUND GUIDED PROCEDURE-ASPIRATION (SI801G)"
"LOWER LIMB, VARIOUS LESIONS, HINDQUARTER AMPUTATION (SB811L)"
"ABDOMINAL WALL, EPIGASTRIC/UMBILICAL HERNIA, REPAIR (LAPAROSCOPIC OR OPEN)"
"SINUSES - NASAL, INFECTION, FUNCTIONAL SINUSCOPIC DRAINAGE OF ETHMOIDAL/ MAXILLARY SINUSES (SM708S)"
"Skull, Intracranial Hemorrhage, Burr-Hole Craniotomy, Bilateral (SK808S)"
"BILE DUCT, VARIOUS LESIONS, CHOLEDOCHO-JEJUNOSTOMY"
"THORAX, VARIOUS LESIONS, THORACOTOMY FOR PLEURECTOMY/PLEURODESIS/ ENUCLEATION  HYDATID CYSTS (SC812T"
"Knee, Ligaments/Meniscus/Cartilage/Bone combined, MIS revision ACL reconstruction (SB707K)"
"JOINTS (UPPER LIMB), FRACTURES/DISLOCATION/SPRAIN, FULL CAST"
"ANKLE, ANKLE FRACTURE, UNIMALLEOLAR, ORIF"
"SKIN AND SUBCUTANEOUS TISSUE, DEFECT (DEEP), FREE FLAPS"
"EAR, MICROTIA, INSERTION OF CARTILAGE/SILASTIC FRAMEWORK (SM819E)"
"SKIN AND SUBCUTANEOUS TISSUE, ARTERIOVENOUS MALFORMATION/HEMANGIOMA/LYMPHANGIOMA >3CM EXCLUDING FACE"
"VEIN, VARICOSE VEINS, IMAGING GUIDED ENDOVENOUS LASER TREATMENT, 2 LEGS (SD714V)"
"HEART, CORONARY DISEASE, CORONARY ARTERY BYPASS GRAFT (OPEN) (SD812H)"
"THYROID, TUMOR, EXCISION (SJ801T)"
"URETHRA, CARUNCLE/POLYP, EXCISION/LASER VAPORISATION (SI800U)"
"PITUITARY, VARIOUS LESIONS, TRANSSPHENOIDAL HYPOPHYSECTOMY/EXCISION OF TUMOR"
"VAGINA, ATRESIA/STENOSIS, DILATATION"
"SOFT TISSUE (LOWER LIMB), TUMORS (MALIGNANT), RADICAL EXCISION BIOPSY"
"SUBCUTANEOUS TISSUE (BUTTOCKS), OBESITY, LIPOSUCTION"
"BREAST, POST MASTECTOMY, LATISSMUS DORSI PEDICLED FLAP WITH OR WITHOUT IMPLANT RECONSTRUCTION (UNILA"
"MAXILLA (EXCLUDING ALVEOLAR MARGINS) AND/OR ZYGOMA, VARIOUS LESIONS, COMPLEX OSTECTOMY/OSTEOTOMY (SB"
"BLADDER, INCONTINENCE, CORRECTION, ABDOMINAL APPROACH"
"ABDOMEN, RETROPERITONEUM, TUMOR, REMOVAL"
"TENDON (UPPER LIMB), CONTRACTURE, TENOTOMY"
"VULVA, WARTS, LASER VAPORISATION (SI835V)"
"UTERUS, CONTRACEPTION, INTRAUTERINE CONTRACEPTIVE DEVICE INSERTION (SI807U)"
"Upper Limb, Deformity, Bony and Soft Tissue Reconstruction (SB801U)"
"LYMPH NODE (RETROPHARYNGEAL), BLOCK DISSECTION (OPEN/TRANSORAL)"
"ABDOMINAL TAP"
"TONGUE, TUMOR, HEMI-GLOSSECTOMY"
"ADRENALS, VARIOUS LESIONS, BIOPSY/EXCISION (OPEN OR LAP)"
"ARTERY, PLACEMENT ARTERIAL (PA) LINE INSERTION (SD718A)"
"BONE (UPPER/LOWER LIMB), EXOSTOSIS, EXCISION BIOPSY (SINGLE) (SB820B)"
"MOUTH, VARIOUS / PATHOLOGIC LESIONS OF ORAL MUCOSA, CRYOSURGICAL/LASER APPLICATION WITH BIOPSY"
"COLON, COLOSTOMY, CLOSURE"
"BLADDER, VESICOSTOMY (SG818B)"
"VAGINA, CYSTOCOELE, RECTOCOELE, ANTERIOR REPAIR / KELLY'S OPERATION + POSTERIOR REPAIR"
"BENTALL'S OPERATION WITH ERH (HD821HRH)"
"BREAST, HYPOPLASIA, AUGMENTATION MAMMOPLASTY (PROSTHETIC AND BILATERAL)"
"LIP, VARIOUS LESIONS, VERMILIONECTOMY (SF803L)"
"LENS, CATARACT, EXTRACTION WITH INTRA-OCULAR LENS IMPLANT (BILATERAL) (SL807L)"
"AORTA, ANEURYSM, JUXTARENAL TYPE"
"ABDOMEN / PELVIS, CATHETER BLOCKAGE, IMAGING GUIDED CATHETER CHANGE / CATHETER ADJUSTMENT / CHECK TU"
"PENIS, GLANULAR HYPOSPADIAS: MEATOPLASTY AND CIRCUMCISION"
"NERVE, PERIPHERAL NERVE BLOCK, ANAESTHETIC,MORE THAN 2"
"KIDNEY AND URETER, VARIOUS LESIONS, NEPHROURETERECTOMY, LAPAROSCOPIC"
"Sinuses - Nasal, Infection, Functional Sinuscopic Ethmoidectomy (Bilateral) (SM703S)"
"BILE DUCT, VARIOUS LESIONS, CHOLEDOCHOTOMY (EXPLORATION COMMON BILE DUCT ONLY)"
"PENIS, TUMOR, AMPUTATION (TOTAL) WITH BLOCK DISSECTION (SH821P)"
"MANDIBLE, FRACTURE (COMMINUTED), OPEN REDUCTION AND FIXATION (SB804M)"
"ABDOMINAL WALL, EPIGASTRIC/UMBILICAL HERNIA, REPAIR (MIS/OPEN) (SF814A)"
"SOFT TISSUE (UPPER LIMB), TUMORS (MALIGNANT), WIDE EXCISION BIOPSY (SA723S)"
"Ear, Deformity, Correction (Bilateral) (SM807E)"
"SKIN AND SUBCUTANEOUS TISSUE, LACERATION (SUPERFICIAL) OF LESS THAN 7CM, REPAIR"
"Skin and Subcutaneous Tissue, Hematoma (Small)/Furuncle/Abscess/Similar Lesion, Incision with Draina"
"GALL BLADDER, VARIOUS LESIONS, CHOLECYSTOSTOMY (PARTIAL, OPEN) (SF800G)"
"WRIST, SCAPHOID FRACTURE, ORIF WITH BONE GRAFTING (SB710W)"
"DIAPHRAGM, DIAPHRAGMATIC/HIATUS HERNIA, REPAIR (MIS/OPEN) (SF800D)"
"PAROTID, FISTULA, REPAIR"
"KNEE, LIGAMENTS/MENISCUS/CARTILAGE/BONE COMBINED, MIS REVISION PCL RECONSTRUCTION (SB708K)"
"HAND, OPEN FRACTURE, DEBRIDEMENT AND ORIF (SINGLE), NON-JOINT"
"EAR, AUDITORY MEATUS (INTERNAL), TUMOR, TRANSMASTOID REMOVAL WITH EXTENDED MASTOIDECTOMY (SM700E)"
"HAND, FRACTURE OF FINGERS/METACARPALS, NON-UNION, BONE-GRAFTING AND FIXATION (MULTIPLE) (SB711H)"
"SKIN AND SUBCUTANEOUS TISSUE, TUMOUR (MALIGNANT), WIDE EXCISION WITH IMMEDIATE BLOCK DISSECTION (SA8"
"VEIN, CATHETER BLOCKAGE, IMAGING GUIDED CATHETER CHANGE / CATHETER ADJUSTMENT"
"KIDNEY, CATHETER BLOCKAGE, IMAGING GUIDED NEPHROSTOMY CATHETER CHANGE / CATHETER ADJUSTMENT (SG701K)"
"Knee, Various Lesions, Arthrotomy (SB804K)"
"TENDON-EXTENSOR (UPPER LIMB), INJURY, REPAIR (SINGLE)"
"HUMERUS, HUMERUS SHAFT FRACTURE, COMPLEX MULTI-FRAGMENTARY INTRAMEDULLARY NAIL (SB730H)"
"ELBOW (MEDIAL EPICONDYLE), FRACTURE, EXCISION BONY FRAGMENT"
"KIDNEY, PYONEPHROSIS, DRAINAGE (OPEN)"
"PENIS, TUMOR, AMPUTATION (PARTIAL) (SH819P)"
"DIAPHRAGM, TUMOR, EXCISION WITH WEDGE RESECTION OF LUNG"
"Kidney, Calculus, Percutaneous Nephrolithotomy or Percutaneous Nephrostolithotomy (PCNL) (SG709K)"
"URETER, FLEXIBLE URETEROSCOPY & BIOPSY"
"EXTRACTION WITH SUTURING"
"Coronary Artery Bypass Graft And Valve Surgery  with Endoscopic Vein Harvest + Endoscopic Radial Art"
"NERVE-CUTANEOUS, INJURY, PRIMARY SUTURE"
"URETER, VARIOUS LESIONS, URETEROSTOMY"
"SKULL, BASE, ENDOSCOPIC RESECTION OF SKULL BASE SOFT TISSUE TUMOURS WITH RESECTION OF BONE AND DURA "
"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, FREE GRAFTS (SPLIT SKIN GRAFT 2 TO LESS THAN 5%) (SA824S)"
"BRAIN, INTRACEREBRAL TUMOR, BIOPSY AND/OR DECOMPRESSION/REMOVAL VIA CRANIOTOMY, COMPLEX"
"LUNG, VARIOUS LESIONS,PNEUMONECTOMY/LOBECTOMY,THORACOSCOPIC"
"GALL BLADDER, VARIOUS LESIONS, CHOLECYSTECTOMY AND CHOLEDOCHO-JEJUNOSTOMY/DUODENOSTOMY/GASTROSTOMY ("
"SOFT TISSUE (PALMAR SPACE), ABSCESS, DRAINAGE (SA720S)"
"Sacral Nerve Stimulation (SF700S)"
"BRAIN, DEEP BRAIN STIMULATION, BILATERAL (SK703B)"
"Lymph Node (Cervical), Various Lesions, Excision Biopsy (SE802L)"
"THORAX, VARIOUS LESIONS, THORACOPLASTY (COMPLETE)"
"BREAST, INVERTED NIPPLES, SURGICAL EVERSION (BILATERAL) (SA810B)"
"NOSE, VARIOUS LESIONS, COMPOSITE GRAFT (CHONDRO-CUTANEOUS/CHONDRO-MUCOSAL)"
"SKIN AND SUBCUTANEOUS TISSUE, SINUS (SHALLOW<3CM), EXCISION WITH/WITHOUT BIOPSY (SA851S)"
"FALLOPIAN TUBE, BLOCKED TUBES, PLASTIC REPAIR / SALPINGOSTOMY (MACROSURGERY)"
"Liver, Various lesions, MIS ultrasound and local ablation including radio-frequency ablation (SF709L"
"ARTERY, VARIOUS LESIONS, INVASIVE BLOOD PRESSURE MEASUREMENT"
"TIBIA, TIBIAL PLATEAU, UNICONDYLAR COMMINUTED/ SIMPLE BICONDYLAR , ORIF"
"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, SINGLE STAGE LOCAL FLAP (COMPLICATED/LARGE) (SA828S)"
"HEART, VALVE (REPAIR / REPLACEMENT) - 1 VALVE"
"ABDOMINAL WALL, INGUINAL/FEMORAL HERNIA, UNILATERAL HERNIORRHAPHY (MIS/OPEN) (SF819A)"
"JOINTS (UPPER LIMB, EXCEPT SHOULDER), SEPTIC ARTHRITIS, SIMPLE DRAINAGE  (SB832J)"
"BRAIN, HYDROCEPHALUS, REVISION/REMOVAL OF SHUNT (SK807B)"
"BREAST, DUCTAL LESIONS, MICRODOCHECTOMY (UNILATERAL)"
"ABDOMINAL CAVITY, RECURRENT INTRA-ABDOMINAL TUMOR, RESECTION"
"Colon, Anterior Resection (MIS) (SF701C)*"
"THYROID, VARIOUS LESIONS, TOTAL THYROIDECTOMY COMPLEX (RECURRENCE) / WITH/WITHOUT STERNAL SPLIT (SJ7"
"Hand, Open Fracture, Debridement and ORIF (Single), Joint (SB716H)"
"FALLOPIAN TUBE, ECTOPIC GESTATION, LAPAROTOMY"
"BLOOD VESSELS, VASCULAR SYSTEM, VARIOUS LESIONS, INSERTION OF TENCKHOFF CATHETER (SD712B)"
"INFERIOR TURBINATE REDUCTION (SUBMUCOUS DIATHERMY OBLIQUE RADIOFREQEUNCY)"
"COLON, ANTERIOR RESECTION (OPEN OR LAPAROSCOPIC) (FOR CGH USE ONLY)(SF701CLA)"
"ORBIT, TUMOR, EXENTERATION/FLAP RECONSTRUCTION (SL801O)"
"Bowel (Esophagus, Stomach, Duodenum, Colon, Rectum), Stricture, Imaging Guided Stent Placement (SF71"
"RETINA, ROP (RETINOPATHY OF PREMATURITY) LASER PHOTOCOAGULATION"
"HUMERUS, PROXIMAL HUMERUS OR SUPRACONDYLAR FRACTURE, ORIF"
"VAGINA, ATRESIA/STENOSIS, DILATATION (SI801V)"
"Coronary Artery Bypass Graft And Valve Surgery with Endoscopic Vein Harvest (HD813HVH)"
"SKIN AND SUBCUTANEOUS TISSUE, DEFECT (DEEP), FREE FLAPS (SA815S)"
"SKIN & SUBCUTANEOUS, SCAR REVISION - FACE & NECK (< 3CM) (SA804S)"
"THORAX, PECTUS EXCAVATUM/PECTUS CARINATUM, RADICAL CORRECTION (SC802T)"
"KIDNEY, CALCULUS, EXTRA CORPOREAL SHOCKWAVE LITHOTRIPSY (ESWL) (SG802KR)"
"TENDON-FLEXOR (UPPER LIMB), ADHESION, TENOLYSIS (MULTIPLE) (SB815T)"
"MUCOUS MEMBRANE, SUPERFICIAL LACERATION(S) MORE THAN 7 CM, REPAIR"
"SOFT TISSUE, TUMOR (MALIGNANT), RADICAL EXCISION BIOPSY >7CM OTHER THAN UPPER/LOWER LIMBS"
"URETHRA, SUBSTITUTION URETHROPLASTY - FLAP OR GRAFT (SG705U)"
"URETHRA, VARIOUS LESIONS, EXCISION (SG826U)"
"ESOPHAGUS, ACHALASIA, CARDIOMYOTOMY (OPEN/MIS) (SF800E)"
"RADICAL CHOLEDOCHECTOMY WITH LIVER RESECTION (LESS THAN 4 SEGMENTS) (SF708G)"
"SKULL, INTRACRANIAL HEMORRHAGE, OSTEOPLASTIC CRANIOTOMY/EXTENSIVE CRANIECTOMY, UNILATERAL (SK810S)"
"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, SINGLE STAGE LOCAL FLAP (SIMPLE/SMALL) (SA829S)"
"TIBIA, TIBIAL PLATEAU, UNICONDYLAR, ORIF"
"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, SINGLE STAGE LOCAL FLAP (COMPLICATED/LARGE)"
"TENDON-FLEXOR (UPPER LIMB), DEFECT, GRAFTING (SINGLE)"
"OVARY, TUMOR/CYST, CYSTECTOMY (COMPLICATED) (>5CM), Frozen Section, KIV Salphingo-oophorectomy, Omen"
"ARTERY, VARIOUS LESIONS, AXILLARY-FEMORAL/SUBCLAVIAN-FEMORAL BY-PASS (SD822A)"
"CA VULVA- RADICAL VULVECTOMY, LOCAL CLOSURE, BILATERAL GROIN DISSECTION (SI717V)"
"PALATE, CLEFT (PARTIAL), PRIMARY REPAIR"
"Thyroglossal Cyst, SIStrunk Operation with Hyoid Bone Removal  (SM702T)"
"BREAST (NIPPLE), VARIOUS LESIONS, GRAFT AND/OR FLAP RECONSTRUCTION (UNILATERAL)"
"EYELIDS, EXPOSURE, TARSORRHAPHY (TEMPORARY)"
"MASTOID, VARIOUS LESIONS, REVISION MASTOIDECTOMY"
"Skin and Subcutaneous Tissue, Defect, Direct Flap (Cross Finger/Similar Flaps) (SA821S)"
"VULVA, MALIGNANT CONDITION, RADICAL VULVECTOMY WITH GROIN DISSECTION AND WITH OR WITHOUT SKIN FLAP C"
"BROW, BROWLIFT, ENDOSCOPIC, UNILATERAL (SL702B)"
"ARTERY-PSEUDOANEURYSM, EXCISION AND LIGATION"
"THYROGLOSSAL DUCT, CYST FISTULA, EXCISION"
"BREAST, TUMOR (MALIGNANT), SIMPLE MASTECTOMY"
"Femur, Fracture/orif with Plate/Screws, Complex Intra-Articular Fractures (SB703F)"
"EAR, FOREIGN BODY,  REMOVAL"
"MOUTH, CLEFT LIP, SECONDARY CORRECTION  (SF806M)"
"ANKLE, COMMINUTED PLAFOND FRACTURE ORIF"
"PANCREAS, VARIOUS LESIONS, DUODENUM PRESERVING PANCREATIC HEAD RESECTION (BEGER'S OPERATION)"
"FOOT, CONGENITAL TALIPES EQUINOVARUS (CTEV), POST RELEASE"
"NERVE (LOWER LIMB), ENTRAPMENT SYNDROME, DECOMPRESSION (SK715N)"
"JOINTS (TEMPORO-MANDIBULAR), DISLOCATION, REDUCTION UNDER GENERAL ANAESTHESIA"
"SKIN, SCAR/VARIOUS LESION (SINGLE),  REMOVAL OF TISSUE EXPANDER/PROSTHESIS AND REVISION OF SCAR"
"Bone (Upper Limb), Grade 1 and 2 Open Fractures/Open Dislocation or Open Fracture-Dislocation Wound "
"HAND, FRACTURE OF FINGERS/METACARPALS, EXTERNAL FIXATION (SB710H)"
"VITREOUS, VARIOUS LESIONS, COMPLEX POSTERIOR VITRECTOMY (PVR, GRT, TRAUMA) (SL701V)"
"Brain, Hydrocephalus and Other Lesions, Ventriculoatrial/ Ventriculoperitoneal Shunt (SK805B)"
"ESOPHAGUS/STOMACH, GASTROSCOPY WITH THERAPY- EG APC-FULGARISATION OF TUMOR"
"COLON, COLOSTOMY, CLOSURE (SF800C)"
"Nerve (Upper Limb), Carpal Tunnel Syndrome, Release (Unilateral) (with Endoneurolysis) (SK717N)"
"HIP, AVASCULAR NECROSIS, CORE DECOMPRESSION WITH GRAFTING"
"THYROID, VARIOUS LESIONS, TOTAL/SUBTOTAL THYROIDECTOMY WITH NECK DISSECTION (UNILATERAL) (SJ804T)"
"HEART, PROXIMAL AORTIC ANEURYSM, AORTIC ROOT REPLACEMENT WITH CORONARY ARTERY REIMPLANTATION (SD821H"
"ABDOMINAL CAVITY, LYMPHOMA,FOR GRADING LYMPHOMA WITH SPLENECTOMY/LIVER/LYMPH NODE BIOPSY (MIS/OPEN)"
"SOFT TISSUE, TUMOR (MALIGNANT), RADICAL EXCISION BIOPSY >7CM OTHER THAN UPPER/LOWER LIMBS (SA889S)"
"BONE/ SOFT TISSUE, VARIOUS LESIONS, IMAGING GUIDED PERCUTANEOUS BIOPSY (SB711B)"
"MUCOUS MEMBRANE, SUPERFICIAL LACERATION EQUAL/LESS THAN 7CM, REPAIR"
"LUNG, VARIOUS LESIONS, REPEAT/MULTIPLE RESECTIONS"
"LYMPHATICS, LYMPHEDEMA, EXCISION (LARGE & DEEP SEATED)"
"HIP, VARIOUS LESIONS, ARTHROTOMY AND SYNOVECTOMY"
"OVARY, VARIOUS LESIONS, OVARIOPEXY"
"FOOT, MULTIPLE FOOT OSTEOTOMIES"
"TENDON SHEATH (UPPER LIMB), DE QUERVAIN'S (UNILATERAL), RELEASE"
"PENIS, HYPOSPADIAS, SECONDARY CORRECTION (SH805P)"
"UTERUS, PREGNANCY, COMPLICATED VAGINAL DELIVERY (E.G. TWINS, BREECH, INSTRUMENTAL DELIVERY) (SI833U)"
"EYELID LOWERING (GOLD WEIGHT IMPLANT), UNILATERAL (SL721E)"
"ARTERY, VARIOUS LESIONS, ENDOVASCULAR STENT GRAFT / COVERED STENT PLACEMENT (SD727A)"
"THORAX, MEDIASTINUM, MEDIASTINOSCOPY WITH/WITHOUT BIOPSY"
"STOMACH, TOTAL/PROXIMAL GASTRECTOMY FOR BENIGN GASTRIC DISEASES"
"SKIN AND SUBCUTANEOUS TISSUE, DEFECT, FREE GRAFTS (SPLIT SKIN GRAFT 2 TO LESS THAN 5%)"
"BONE (UPPER LIMB), GRADE 1 AND 2 OPEN FRACTURES/OPEN DISLOCATION OR OPEN FRACTURE-DISLOCATION WOUND"
"SKULL/FACE, MALIGNANT TUMOUR/TRAUMA, CRANIOFACIAL RESECTION  (SM700S)"
"LARYNX, VARIOUS LESIONS, HEMI/PARTIAL LARYNGECTOMY"
"LACRIMAL GLAND, OBSTRUCTION, PROBING ONE/BOTH DUCTS (SL803L)"
"BREAST, VARIOUS LESIONS, TRUCUT BIOPSY, ULTRASOUND GUIDED OR STEREOTACTIC (SINGLE) (SA710B)"
"HEART, HEART BLOCK, REPLACEMENT OF TRANSVENOUS ELECTRODE"
"THORAX, RIBS, OPEN FIXATION OF RIB FRACTURES (>3 RIBS)"
"SINUSES FRONTAL, VARIOUS LESIONS, RADICAL OBLITERATION"
"APPENDIX, VARIOUS LESIONS, APPENDICECTOMY WITHOUT DRAINAGE, MIS/OPEN (SF849A)"
"NOSE, VARIOUS LESIONS (POSTNASAL SPACE), DIRECT EXAMINATION WITH BIOPSY AND NASENDOSCOPY (SM713N)"
"VULVA, WARTS, LASER VAPORISATION"
"Hand, Fractures/Dislocation, Open Reduction and Internal Fixation (Multiple) (SB814H)"
"MOUTH, CLEFT LIP, SECONDARY CORRECTION OF NOSTRIL/NASAL TIP"
"VEIN, VARICOSITIES, ENDOVASCULAR LASER TREATMENT (1 LEG)"
"UPPER LIMB/LOWER LIMB, MAJOR SOFT TISSUE DEFECTS, PEDICLED FLAP"
"HEART/LUNG, VARIOUS LESIONS, CARDIOPULMONARY PERFUSION"
